Department,Discipline,Course,Section,Instructor,A,B,C,D,F,P,NP,IX,SP,W,EW,TotalCount
,,COUNS  921,7010,LEWIS S L,,,,,,,,,,,,5
Earth Science,ANTHRO,ANTHRO  1,1148,HARADON C M,18.0,5.0,,,,,,,,,2.0,25
,,,1149,RASHIDI J S,12.0,7.0,6.0,,10.0,,,,,,7.0,42
,,,1150,FELDMEIER K J,23.0,7.0,3.0,1.0,2.0,1.0,,,,,1.0,38
,,,1151,HARADON C M,35.0,2.0,1.0,,2.0,,,,,,3.0,43
,,,1152,LEWIS B S,4.0,4.0,7.0,8.0,3.0,,1.0,,,,7.0,34
,,,1153,HARADON C M,28.0,6.0,1.0,2.0,2.0,,1.0,,,,3.0,43
,,,3573,LEWIS B S,3.0,7.0,10.0,6.0,6.0,,,,,,9.0,41
,,ANTHRO  2,1154,MINZENBERG E G,11.0,4.0,1.0,,2.0,,,,,,1.0,19
,,,1155,GREBLER G,26.0,5.0,1.0,2.0,3.0,1.0,,,,,8.0,46
,,,1156,DENMAN J F,10.0,10.0,14.0,,,,,,,,11.0,45
,,,1157,DENMAN J F,10.0,9.0,7.0,,1.0,,,1.0,,,14.0,42
,,,1158,MINZENBERG E G,18.0,8.0,10.0,1.0,1.0,,,,,,6.0,44
,,,1159,DENMAN J F,10.0,12.0,6.0,,3.0,1.0,,,,,8.0,40
,,,1160,ZANE W W,5.0,7.0,3.0,6.0,4.0,,,,,,16.0,41
,,,1161,MINZENBERG E G,13.0,10.0,9.0,2.0,5.0,1.0,,,,,4.0,44
,,ANTHRO  3,1162,LEWIS B S,5.0,3.0,3.0,1.0,2.0,,,,,,4.0,18
,,,1163,LEWIS B S,12.0,6.0,2.0,7.0,1.0,2.0,,,,,5.0,35
,,ANTHRO  4,1165,LEWIS B S,5.0,7.0,4.0,1.0,,,,,,,3.0,20
,,ANTHRO  5,1166,BREWSTER C P,11.0,11.0,1.0,,,,,,,,1.0,24
,,,1167,RASHIDI J S,9.0,8.0,2.0,1.0,3.0,,,,,,5.0,28
,,,1168,BREWSTER C P,7.0,13.0,7.0,1.0,1.0,,,,,,1.0,30
,,ANTHRO  7,4016,COHEN M M,29.0,8.0,1.0,,1.0,,,,,,6.0,45
,,ANTHRO  9,1169,FELDMEIER K J,25.0,5.0,7.0,,1.0,,,,,,4.0,42
,,ANTHRO 14,1171,ZANE W W,11.0,6.0,3.0,1.0,5.0,,,,,,12.0,38
,,ANTHRO 19,1172,GREBLER G,13.0,6.0,8.0,,1.0,2.0,,,,,5.0,35
,,ANTHRO 22,1173,ZANE W W,7.0,6.0,8.0,4.0,5.0,,,,,,9.0,39
,ASTRON,ASTRON  1,1252,ARIAS YOUNG T,8.0,10.0,3.0,3.0,11.0,,,,,,10.0,45
,,,1253,SCHWARTZ M J,23.0,8.0,3.0,,,,,,,,2.0,36
,,,1254,BALM S P,15.0,10.0,5.0,3.0,3.0,2.0,,,,,6.0,44
,,,1255,BALM S P,6.0,12.0,11.0,5.0,1.0,,,,,,5.0,40
,,,1256,SALAMA A H,11.0,11.0,8.0,4.0,2.0,,,1.0,,1.0,6.0,44
,,,3583,VANDEN HEUVEL A D,21.0,7.0,3.0,2.0,8.0,,,,,,2.0,43
,,ASTRON  2,1257,SALAMA A H,10.0,7.0,3.0,,1.0,,,,,,4.0,25
,,,1258,SCHWARTZ M J,26.0,11.0,2.0,,1.0,,,,,,,40
,,,1259,GOLDBAUM J M,3.0,10.0,6.0,,2.0,1.0,,,,,13.0,35
,,,1260,BALM S P,13.0,16.0,5.0,1.0,,,,,,,4.0,39
,,ASTRON  3,1261,ARIAS YOUNG T,10.0,6.0,,2.0,4.0,,,,,,6.0,28
,,,1262,BALM S P,12.0,13.0,5.0,1.0,2.0,,,,,,2.0,35
,,,1263,BALM S P,16.0,13.0,1.0,,1.0,,,,,,,31
,,,1264,VANDEN HEUVEL A D,28.0,7.0,,1.0,5.0,,,,,,,41
,,ASTRON  4,1265,SCHWARTZ M J,12.0,9.0,3.0,1.0,1.0,,,,,,5.0,31
,,,1266,GOLDBAUM J M,8.0,1.0,3.0,,1.0,,,,,,5.0,18
,,,1267,SCHWARTZ M J,14.0,10.0,2.0,2.0,,,,,,,2.0,30
,,ASTRON  5,1268,SALAMA A H,14.0,15.0,7.0,,2.0,,,,,,3.0,41
,,ASTRON  6,1269,FOUTS G A,4.0,11.0,7.0,,5.0,,,,,,7.0,34
,ENVRN,ENVRN   7,4103,LEDDY G,18.0,10.0,2.0,,2.0,,,,,,1.0,33
,ERTHSC,ERTHSC 88B,3669,MINZENBERG E G,2.0,,,,,,,,,,1.0,3
,GEOG,GEOG    1,2465,KRANZ J,1.0,5.0,9.0,4.0,13.0,,,1.0,,,2.0,35
,,,2466,ROBINSON C M,27.0,9.0,1.0,,4.0,,,,,,3.0,44
,,,2467,ROBINSON C M,19.0,12.0,1.0,1.0,3.0,,,,,,2.0,38
,,,3582,KRANZ J,3.0,7.0,3.0,2.0,15.0,1.0,,,,,7.0,38
,,GEOG    2,2468,MORRIS P S,4.0,1.0,2.0,3.0,5.0,,,,,,3.0,18
,,,2469,MORRIS P S,8.0,4.0,3.0,3.0,7.0,,,,,,12.0,37
,,GEOG    3,2470,O'KEEFE R,8.0,11.0,7.0,3.0,6.0,,,,,,5.0,40
,,,3574,ROBINSON C M,13.0,5.0,2.0,1.0,9.0,,,,,,4.0,34
,,GEOG    5,2471,LIU J,19.0,2.0,1.0,,1.0,1.0,,,,,3.0,27
,,,2472,O'KEEFE R,11.0,7.0,7.0,,2.0,,,,,,5.0,32
,,,2473,OWENS R,14.0,9.0,6.0,2.0,,,,,,,1.0,32
,,,4126,PATRICH J G,14.0,9.0,6.0,1.0,,,,,,,3.0,33
,,,4127,WHITE T M,13.0,4.0,1.0,2.0,1.0,1.0,,,,,8.0,30
,,GEOG    7,4128,LEDDY G,1.0,2.0,5.0,,,,,,,,1.0,9
,,GEOG    8,2474,MORRIS P S,1.0,,1.0,1.0,2.0,,,,,,,5
,,,2475,MORRIS P S,1.0,3.0,5.0,2.0,,,1.0,,,,1.0,13
,,GEOG   11,2476,MORRIS P S,7.0,2.0,5.0,1.0,5.0,1.0,,,,,3.0,24
,,GEOG   14,2478,DRAKE V G,6.0,7.0,2.0,,4.0,,,,,,5.0,24
,,GEOG   20,4129,LIU J,6.0,1.0,1.0,,,,,,,,2.0,10
,GEOL,GEOL    1,2479,GRIPPO A,25.0,6.0,1.0,,5.0,1.0,,,,,1.0,39
,,,3575,HALL J M,11.0,12.0,2.0,,10.0,,,,,,9.0,44
,,GEOL    3,2480,MELENDEZ C,21.0,7.0,5.0,3.0,,1.0,,,,,3.0,40
,,GEOL    4,2481,HALL J M,17.0,6.0,2.0,,1.0,,,,,,2.0,28
,,,2482,MELENDEZ C,8.0,13.0,4.0,2.0,2.0,1.0,,,,,3.0,33
,,,2483,MELENDEZ C,18.0,1.0,,1.0,1.0,1.0,,,,,,22
,,,3576,SEDKI Z,8.0,6.0,8.0,5.0,1.0,,,,,,3.0,31
,,GEOL    5,4130,GRIPPO A,8.0,7.0,1.0,1.0,3.0,,,,,,6.0,26
,,GEOL   31,2484,COLLINS L E,20.0,10.0,3.0,1.0,2.0,,,,,,5.0,41
,,,3577,COLLINS L E,15.0,4.0,7.0,,8.0,,1.0,,,,4.0,39
,,GEOL    32,3527,COLLINS L E,8.0,7.0,6.0,1.0,3.0,,,,,,5.0,30
,,,3528,COLLINS L E,2.0,6.0,5.0,1.0,3.0,,,,,,3.0,20
,GIS,GIS    20,4132,LIU J,10.0,1.0,2.0,1.0,2.0,,,,,,6.0,22
,,GIS    26,2486,OWENS R,6.0,2.0,2.0,,3.0,,,,,,1.0,14
,,GIS    27,4133,LIU J,7.0,1.0,,1.0,5.0,,,,,,2.0,16
,GLOBAL,GLOBAL 11,2492,MORRIS P S,1.0,6.0,6.0,2.0,3.0,,,,,,2.0,20
,RRM,RRM     1,3363,CHARLES V H,11.0,,2.0,1.0,1.0,,,,,,3.0,18
,,RRM     2,4289,CHARLES V H,12.0,,1.0,,1.0,,,,,,4.0,18
,,RRM     3,3364,HULS J M,18.0,,3.0,,,2.0,,,,,5.0,28
,,RRM     4,4290,SASU S,7.0,3.0,4.0,,4.0,1.0,,,,,3.0,22
,SST,SST    901,7054,HULS J M,,,,,,7.0,,,,,,7
,,SST    902,7055,HULS J M,,,,,,7.0,1.0,,,,1.0,9
,,SST    908,7057,O'CAIN K A,,,,,,2.0,,,,,1.0,3
,URBAN,URBAN   8,3454,MORRIS P S,2.0,3.0,3.0,1.0,4.0,,,,,1.0,3.0,17
,,,3455,MORRIS P S,9.0,6.0,7.0,3.0,4.0,,,,,,4.0,33
Education/ECE,DANCE,DANCE  75,4072,WOLIN-TUPAS R L,7.0,1.0,,,,,,,,,,8
,ECE,ECE     2,1918,POURROY D M,19.0,6.0,,,1.0,,,,,,3.0,29
,,,1919,ANDREWS T D,15.0,7.0,,,2.0,,,,,,,24
,,,1920,MOSLEY K R,18.0,3.0,,,,,,,,,8.0,29
,,,1921,ANDREWS T D,9.0,11.0,4.0,6.0,1.0,,,,,,,31
,,,1922,MANSON L J,17.0,6.0,4.0,1.0,2.0,,,,,,1.0,31
,,,1923,CARMAN R,7.0,3.0,2.0,,5.0,,,,,,1.0,18
,,,1924,TALLEDA M L,10.0,8.0,3.0,,1.0,,,,,,3.0,25
,,ECE     4,1925,LOPEZ JE,13.0,3.0,1.0,1.0,2.0,,,,,,4.0,24
,,ECE     5,1926,RICHARD C,17.0,7.0,1.0,,1.0,,,,,,8.0,34
,,ECE     8,1927,ELAM E J,14.0,5.0,7.0,1.0,6.0,,1.0,,,,1.0,35
,,ECE    11,1928,GUNN A C,18.0,5.0,1.0,,1.0,,,,,,3.0,28
,,,1929,LOPEZ JE,11.0,4.0,1.0,1.0,11.0,,,,,,5.0,33
,,,1930,GUNN A C,11.0,9.0,3.0,1.0,1.0,,,,,,5.0,30
,,,1931,ANDREWS T D,15.0,2.0,1.0,5.0,5.0,,,,,,4.0,32
,,,1932,MOSLEY K R,10.0,5.0,1.0,,4.0,,,,,,4.0,24
,,,1933,ALVAREZ HERNAND L,6.0,8.0,3.0,1.0,5.0,,,,,,8.0,31
,,ECE    17,1934,BACKLAR N P,12.0,13.0,,2.0,3.0,,,,,,2.0,32
,,,1935,RICHARD C,13.0,7.0,4.0,,3.0,,,,,,8.0,35
,,ECE    19,1936,DRUKER S L,5.0,10.0,5.0,2.0,5.0,,,,,,1.0,28
,,,1937,ELAM E J,15.0,5.0,2.0,1.0,5.0,,,,,,1.0,29
,,ECE    21,4076,MILLER CA L,15.0,3.0,,1.0,8.0,,,,,,2.0,29
,,,4077,MILLER CA L,12.0,4.0,,,7.0,,,,,,5.0,28
,,ECE    22,4078,MILLER CA L,18.0,2.0,,1.0,3.0,,,,,,,24
,,,4079,MILLER CA L,10.0,1.0,,,,,,,,,,11
,,ECE    24,1938,MALDONADO S M,7.0,2.0,5.0,1.0,5.0,,,,,,3.0,23
,,ECE    25,1939,GRACE Y H,9.0,,,2.0,2.0,,,,,,3.0,16
,,ECE    26,1940,LOPEZ JE,10.0,,1.0,,3.0,,,,,,,14
,,ECE    27,1941,MALDONADO S M,11.0,,1.0,,2.0,,,,,,4.0,18
,,ECE    30,1942,JOACHIM S L,10.0,4.0,5.0,1.0,1.0,,,,,,1.0,22
,,ECE    32,1943,PARISE W A,10.0,2.0,,1.0,2.0,,1.0,,,,5.0,21
,,ECE    41,3619,GUNN A C,3.0,1.0,,,2.0,,,,,,4.0,10
,,ECE    45,1946,JOACHIM S L,13.0,6.0,5.0,,2.0,,,,,,3.0,29
,,,1947,ELAM E J,13.0,3.0,1.0,2.0,8.0,,,,,,,27
,,ECE    46,1948,BACKLAR N P,11.0,6.0,4.0,,1.0,,,,,,1.0,23
,,,1949,GRACE Y H,17.0,6.0,,,1.0,,,,,,6.0,30
,,ECE    49,1952,JOACHIM S L,8.0,3.0,4.0,1.0,1.0,,,,,,5.0,22
,,ECE    51,1953,KHOKHA E W,12.0,,2.0,,,,,,,,5.0,19
,,ECE    55,1954,KHOKHA E W,11.0,7.0,,,3.0,,,,,,1.0,22
,,ECE    64,1955,ELAM E J,18.0,2.0,2.0,2.0,7.0,,,,,,1.0,32
,,,1956,POURROY D M,21.0,8.0,,,2.0,,,,,,,31
,,,1957,POURROY D M,15.0,5.0,4.0,,4.0,,,,,,3.0,31
,,ECE    71,1958,BACKLAR N P,6.0,4.0,4.0,1.0,3.0,,,,,,7.0,25
,,ECE    75,4080,WOLIN-TUPAS R L,6.0,,,,,,,,,,3.0,9
,,ECE    900,7013,RODDY L L,,,,,,174.0,,,,,6.0,180
,,ECE    901,7014,ALVAREZ HERNAND L,,,,,,2.0,1.0,,,,1.0,4
,,ECE    902,7015,ALVAREZ HERNAND L,,,,,,1.0,3.0,,,,,4
,,ECE    903,7016,ALVAREZ HERNAND L,,,,,,1.0,,,,,,1
,EDUC,EDUC   12,2007,PEREZ-FERNANDEZ L,2.0,3.0,5.0,,1.0,,,,,,4.0,15
Emeritus,ART,ART    E16,9710,ADAMS L K,,,,,,,,,,,,1
,,ART    E21,9719,BENSON J K,,,,,,,,,,,,1
,,ART    E80,9729,RYZA S V,,,,,,,,,,,,1
,ENGL,ENGL   E20,9735,DWYER F,,,,,,,,,,,,1
,,ENGL   E30,9745,GHABAEI B,,,,,,,,,,,,1
,HEALTH,HEALTH E21,9753,COOPER M,,,,,,,,,,,,1
,,HEALTH E34,9776,COOPER M,,,,,,,,,,,,1
,,HEALTH E63,9784,JAFFE A O,,,,,,,,,,,1.0,1
,,,9785,EVANS JAMI R,,,,,,,,,,,,2
,,,9833,DEUEL E M,,,,,,,,,,,,3
,,,9836,JAFFE A O,,,,,,,,,,,,2
,,,9837,JAFFE A O,,,,,,,,,,,,1
,HUMDEV,HUMDEV E27,9796,NICHOLLS J,,,,,,,,,,,,5
,MUSIC,MUSIC  E00,9799,MIYOSHI Y,,,,,,,,,,,,1
,,MUSIC  E04,9802,JACKSON L R,,,,,,,,,,,,1
,,MUSIC  E30,9805,JACKSON L R,,,,,,,,,,,,1
,,MUSIC  E51,9809,HETZ M L,,,,,,,,,,,,1
,,,9810,HETZ M L,,,,,,,,,,,,1
,TH ART,TH ART E01,9826,GANNEN B,,,,,,,,,,,,1
English,ENGL,ENGL    1,2008,DRISCOLL L V,5.0,5.0,,2.0,8.0,,,,,,8.0,28
,,,2009,MARTINEZ-GIL C,14.0,2.0,2.0,2.0,3.0,,,,,,3.0,26
,,,2010,DESAI D H,7.0,4.0,7.0,,1.0,,,,,,2.0,21
,,,2011,SOSNER J A,2.0,2.0,5.0,2.0,5.0,,,,,,5.0,21
,,,2012,WANG L Z,8.0,7.0,3.0,,4.0,,,,,,3.0,25
,,,2013,HARRISTON R,9.0,2.0,4.0,1.0,6.0,,,,,,1.0,23
,,,2016,KRUG J M,2.0,4.0,6.0,6.0,,,,,,,3.0,21
,,,2017,LIVANIS L,,3.0,4.0,1.0,10.0,,,,,,7.0,25
,,,2018,KOZAK J P,5.0,2.0,4.0,3.0,7.0,,,,,,4.0,25
,,,2019,GARNICA A M,2.0,2.0,2.0,,7.0,,,,,,12.0,25
,,,2020,PAIK-SCHOENBERG J,2.0,2.0,5.0,,12.0,,,,,,10.0,31
,,,2021,BUMBERA N J,5.0,3.0,5.0,,1.0,,,,,,9.0,23
,,,2022,STIRLING M S,3.0,4.0,4.0,2.0,1.0,,,,,,5.0,19
,,,2023,KAUFFMAN S R,15.0,4.0,,,1.0,,,4.0,,,1.0,25
,,,2024,LYNCH J J,5.0,5.0,4.0,1.0,8.0,,,,,,3.0,26
,,,2025,BUMBERA N J,4.0,3.0,2.0,1.0,4.0,,,,,,6.0,20
,,,2028,JONES S T,7.0,5.0,2.0,,4.0,,,,,,13.0,31
,,,2030,ANTONIO A N,12.0,6.0,5.0,,5.0,,,,,,6.0,34
,,,2032,WRIGHT N E,2.0,4.0,2.0,14.0,,,,,,,2.0,24
,,,2033,BOSTICK J D,4.0,3.0,1.0,2.0,,,,,,,11.0,21
,,,2034,SCHNITZLER A P,5.0,2.0,2.0,2.0,,,,,,,14.0,25
,,,2035,DURAN A,1.0,3.0,1.0,,6.0,,,4.0,,,3.0,18
,,,2036,PEEPLES R A,6.0,4.0,3.0,,4.0,,,,,1.0,1.0,19
,,,2037,KAUFFMAN S R,13.0,3.0,,,2.0,,,5.0,,,2.0,25
,,,2038,HARRISON A,7.0,4.0,2.0,,5.0,,,,,,3.0,21
,,,2039,TRAYNHAM K,3.0,10.0,,,8.0,,,,,,3.0,24
,,,2040,SOSNER J A,6.0,9.0,5.0,2.0,2.0,,,,,,1.0,25
,,,2041,PADILLA M R,8.0,8.0,2.0,,1.0,,,,,,6.0,25
,,,2042,DRISCOLL L V,17.0,4.0,,2.0,,,,,,,,23
,,,2044,GRODSKY R,7.0,11.0,2.0,1.0,8.0,,,,,,4.0,33
,,,2045,SCHNITZLER A P,4.0,3.0,3.0,1.0,,,1.0,,,,11.0,23
,,,2046,HERBERT S,6.0,6.0,5.0,,6.0,,,,,,2.0,25
,,,2047,DIAZ D M,1.0,4.0,1.0,,9.0,,,2.0,,,4.0,21
,,,2048,HARRISTON R,7.0,8.0,,,5.0,,,,,,4.0,24
,,,2049,NELSON LAUNA A,8.0,1.0,1.0,,12.0,,,,,,3.0,25
,,,2050,ONUGHA E L,14.0,2.0,1.0,,7.0,,,7.0,,,4.0,35
,,,2051,HAMADA M J,10.0,7.0,1.0,,2.0,,,,,,4.0,24
,,,2052,DIXON M J,2.0,4.0,4.0,1.0,9.0,,,,,,5.0,25
,,,2053,PAIK-SCHOENBERG J,4.0,6.0,2.0,,5.0,,,,,,6.0,23
,,,2054,STIRLING M S,4.0,5.0,11.0,1.0,1.0,,,,,,,22
,,,2056,CLIETT V L,8.0,6.0,1.0,,6.0,,,,,,4.0,25
,,,2057,JONES S T,4.0,5.0,4.0,,4.0,,,,,,7.0,24
,,,2058,ONUGHA E L,18.0,3.0,2.0,2.0,6.0,,,3.0,,,,34
,,,2059,PHEAR J,8.0,3.0,5.0,,3.0,,,,,,5.0,24
,,,2060,HERNANDEZ J K,4.0,5.0,1.0,3.0,10.0,,,,,,,23
,,,2061,HAMADA M J,8.0,5.0,4.0,1.0,,,,,,,7.0,25
,,,2063,KARRON R,14.0,4.0,,,4.0,,,,,,2.0,24
,,,2065,MILLER N A,2.0,2.0,3.0,,7.0,,,,,,8.0,22
,,,2066,HARRISON A,2.0,4.0,,2.0,9.0,,,,,,2.0,19
,,,2067,COLMER I H,13.0,,2.0,,1.0,,,,,1.0,3.0,20
,,,2068,KARRON R,8.0,3.0,,,4.0,,,,,,5.0,20
,,,2069,EDELMANN C,9.0,6.0,5.0,2.0,2.0,,,,,,1.0,25
,,,2070,VISHWANADHA H,1.0,1.0,3.0,4.0,4.0,,,,,,9.0,22
,,,2071,BUMBERA N J,9.0,5.0,3.0,,3.0,,,,,,2.0,22
,,,2072,HAMADA M J,7.0,5.0,6.0,,1.0,,,,,,7.0,26
,,,2073,DESAI D H,8.0,8.0,2.0,,2.0,,,,,,1.0,21
,,,2074,SANDOVAL A,8.0,4.0,3.0,,6.0,,,,,,1.0,22
,,,2077,ROSS M S,6.0,3.0,8.0,1.0,2.0,,,,,,3.0,23
,,,2078,LIVANIS L,1.0,3.0,4.0,2.0,5.0,,,,,,7.0,22
,,,2079,ROBINSON B,13.0,2.0,,1.0,3.0,,,,,,5.0,24
,,,2080,KRUG J M,8.0,2.0,1.0,12.0,,,,,,,3.0,26
,,,2081,KAUFFMAN S R,14.0,2.0,,,1.0,,,7.0,,,1.0,25
,,,2082,KARRON R,4.0,7.0,,,6.0,,,1.0,,,7.0,25
,,,2083,HERTZ U L,4.0,10.0,2.0,1.0,3.0,,,,,,4.0,24
,,,2084,HANSEN N C,10.0,5.0,1.0,,5.0,,,,,,4.0,25
,,,2085,MILLER N A,2.0,4.0,3.0,1.0,6.0,,,,,,8.0,24
,,,2090,WRIGHT N E,8.0,8.0,1.0,5.0,,,,,,,4.0,26
,,,2091,NELSON LAUNA A,8.0,,1.0,,11.0,,,,,,5.0,25
,,,2092,BOSTICK J D,1.0,4.0,4.0,1.0,,,,,,,10.0,20
,,,2093,BARNHART E S,9.0,4.0,2.0,4.0,1.0,,,,,,3.0,23
,,,2094,GONZALEZ S G,5.0,4.0,2.0,1.0,10.0,,,,,,3.0,25
,,,2095,DURAN A,1.0,3.0,1.0,,9.0,,,5.0,,,3.0,22
,,,2096,MARTINEZ-GIL C,13.0,3.0,2.0,,1.0,,,,,,2.0,21
,,,2097,PRITCHARD L A,8.0,6.0,6.0,2.0,4.0,,,,,,7.0,33
,,,2098,EDELMANN C,7.0,5.0,5.0,1.0,2.0,,,,,,3.0,23
,,,2099,WILL L J,7.0,2.0,1.0,1.0,7.0,1.0,,,,,4.0,23
,,,2100,GARCIA M S,9.0,4.0,2.0,2.0,2.0,,,,,,6.0,25
,,,2101,HERBERT S,7.0,4.0,3.0,6.0,3.0,,,,,,2.0,25
,,,2102,GARNICA A M,,,4.0,1.0,5.0,,,,,,12.0,22
,,,2103,BALACANAO D J,7.0,3.0,4.0,1.0,4.0,,,1.0,,,3.0,23
,,,2104,DESAI D H,8.0,7.0,3.0,1.0,,,,,,,2.0,21
,,,2105,BARHAM A C,13.0,,,,5.0,,,,,,8.0,26
,,,2106,DIXON M J,2.0,4.0,,2.0,6.0,,,,,,10.0,24
,,,2107,BARNHART E S,5.0,4.0,3.0,3.0,8.0,,,,,,1.0,24
,,,2108,NELSON P M,11.0,1.0,4.0,,5.0,,,,,,3.0,24
,,,2109,PEEPLES R A,6.0,2.0,4.0,,12.0,,,,,,3.0,27
,,,2110,KEMPER D E,1.0,10.0,2.0,,2.0,,,,,,8.0,23
,,,2112,MISAGHI A M,13.0,9.0,3.0,,5.0,,,,,,5.0,35
,,,2113,MISAGHI A M,14.0,8.0,7.0,,1.0,,,,,,1.0,31
,,,2114,ENGELMANN D S,18.0,3.0,1.0,,,,,,,,1.0,23
,,,2115,WILL L J,6.0,9.0,1.0,,5.0,,,,,,2.0,23
,,,2116,GARCIA M S,10.0,2.0,2.0,2.0,,,,,,,7.0,23
,,,2120,GRIFFITH M E,1.0,4.0,,,10.0,,,,,,7.0,22
,,,2121,KUNIMOTO T A,4.0,2.0,3.0,2.0,6.0,,,,,,4.0,21
,,,2125,COLMER I H,11.0,1.0,1.0,2.0,2.0,,,,,,5.0,22
,,,2127,CLIETT V L,3.0,1.0,1.0,,9.0,,,,,,10.0,24
,,,2128,BARHAM A C,13.0,,,2.0,4.0,,,,,,6.0,25
,,,2131,POOLE J R,3.0,1.0,4.0,,9.0,,,,,,2.0,19
,,,2132,HERNANDEZ J K,6.0,4.0,3.0,4.0,1.0,,,,,,3.0,21
,,,2133,GONZALEZ S G,10.0,3.0,2.0,1.0,6.0,,,,,,3.0,25
,,,2134,KEMPER D E,9.0,7.0,1.0,,5.0,,,,,,3.0,25
,,,2135,GARCIA M S,8.0,4.0,2.0,1.0,4.0,,,,,,5.0,24
,,,2137,GRIFFITH M E,3.0,2.0,,2.0,10.0,,,,,,7.0,24
,,,2140,KEMPER D E,12.0,4.0,2.0,2.0,1.0,,,,,,4.0,25
,,,2142,LYNCH J J,10.0,2.0,1.0,,5.0,,,,,,5.0,23
,,,2143,CARDENAS T P,9.0,2.0,2.0,3.0,,,,,,,6.0,22
,,,2144,JOHNSON D J,5.0,4.0,1.0,1.0,7.0,,,2.0,,,5.0,25
,,,2145,LYNCH J J,6.0,6.0,3.0,1.0,4.0,,,,,,3.0,23
,,,2146,HALL J E,6.0,3.0,2.0,,5.0,,,,,,7.0,23
,,,2147,BLACKWELL N,2.0,1.0,2.0,,5.0,,,1.0,,,13.0,24
,,,2148,RAJSKI B,22.0,9.0,,1.0,2.0,,,,,,1.0,35
,,,2149,BLACKWELL N,5.0,2.0,,,5.0,,,,,,11.0,23
,,,2150,GRIFFY W J,,3.0,3.0,1.0,11.0,,,1.0,,,4.0,23
,,,2152,GRIFFY W J,2.0,8.0,1.0,,7.0,,,,,,4.0,22
,,,2153,WEATHERFORD K C,4.0,5.0,2.0,3.0,1.0,,,,,,8.0,23
,,,2154,CAGGIANO S E,9.0,8.0,1.0,3.0,6.0,,,,,,7.0,34
,,,2155,RAJSKI B,15.0,8.0,4.0,1.0,6.0,,,,,,1.0,35
,,,2156,MENTON K T,7.0,4.0,5.0,1.0,,1.0,,,,,4.0,22
,,,2157,MATTESSICH S N,5.0,4.0,4.0,3.0,11.0,,1.0,,,,5.0,33
,,,2158,RAJSKI B,12.0,7.0,1.0,,3.0,,,,,,2.0,25
,,,2159,HALL J E,9.0,3.0,1.0,,7.0,,,1.0,,,3.0,24
,,,2160,YOUNG W H,,4.0,6.0,3.0,3.0,,,,,,4.0,20
,,,2161,WEATHERFORD K C,6.0,6.0,4.0,1.0,4.0,,,,,,3.0,24
,,,2162,MATTESSICH S N,9.0,10.0,1.0,3.0,9.0,,,,,,2.0,34
,,,2164,WEATHERFORD K C,9.0,6.0,1.0,2.0,,,,,,,5.0,23
,,,2166,MENTON K T,5.0,4.0,5.0,,1.0,,,,,,6.0,21
,,,2168,MENTON K T,4.0,5.0,3.0,,1.0,,,,,,9.0,22
,,,2169,ENGELMANN D S,22.0,5.0,,1.0,2.0,,,,,,1.0,31
,,,2170,MENTON K T,8.0,5.0,3.0,1.0,1.0,,,,,,1.0,19
,,,2171,JOHNSON D J,6.0,5.0,4.0,,7.0,,,,,,3.0,25
,,,2172,ADAMS J J,4.0,8.0,3.0,2.0,6.0,,,,,,8.0,31
,,,2173,CRAMER T R,13.0,6.0,,,3.0,1.0,,,,,1.0,24
,,,2174,CRAMER T R,12.0,1.0,1.0,1.0,4.0,,,,,,4.0,23
,,,2175,ADAMS J J,3.0,13.0,6.0,1.0,10.0,,,,,,2.0,35
,,,2176,ARIEFF D E,14.0,6.0,3.0,2.0,3.0,,1.0,,,,4.0,33
,,,2177,HALL J E,7.0,4.0,4.0,1.0,4.0,,,,,,5.0,25
,,,2178,MEIR N K,7.0,6.0,2.0,,1.0,,,,,,8.0,24
,,,2180,VISHWANADHA H,,,2.0,8.0,12.0,1.0,,1.0,,,6.0,30
,,,2181,YOUNG W H,2.0,3.0,1.0,1.0,6.0,,,,,,3.0,16
,,,2182,PHILLIPS L K,5.0,4.0,2.0,4.0,,,,,,,8.0,23
,,,2183,PRITCHARD L A,11.0,3.0,4.0,,7.0,,,,,,9.0,34
,,,2184,CAGGIANO S E,5.0,4.0,2.0,1.0,4.0,,,,,,12.0,28
,,,2185,MENTON K T,8.0,2.0,1.0,,1.0,,,,,,10.0,22
,,,2186,DEL GEORGE D K,3.0,5.0,,2.0,7.0,,,,,,5.0,22
,,,2187,CRAMER T R,9.0,2.0,3.0,,2.0,,,,,1.0,,17
,,,2188,DEL GEORGE D K,4.0,4.0,1.0,1.0,7.0,,,,,,3.0,20
,,,2189,JOHNSON D J,10.0,4.0,2.0,,3.0,,1.0,,,,3.0,23
,,,2190,HASSMAN T,6.0,5.0,2.0,1.0,5.0,,,,,,1.0,20
,,,2191,BONAR H S,5.0,9.0,4.0,,2.0,1.0,,,,,2.0,23
,,,2192,BONAR H S,4.0,7.0,5.0,1.0,2.0,,,,,,3.0,22
,,,2193,MEIR N K,7.0,3.0,1.0,1.0,2.0,,,,,,6.0,20
,,,2194,MEIR N K,3.0,5.0,2.0,,2.0,,,1.0,,,7.0,20
,,,2195,HASSMAN T,7.0,1.0,1.0,1.0,5.0,,,2.0,,,2.0,19
,,,3660,SANDOVAL A,7.0,2.0,,,5.0,,,,,,6.0,20
,,,3661,HAVENNER J K,5.0,2.0,2.0,,12.0,,,,,,2.0,23
